condition_a,condition_b,paired_attempts,condition_a_successes,condition_b_successes,a_beats_b,b_beats_a,ties_success,ties_failure,success_delta_a_minus_b
no_memory_probe_a,no_memory_probe_b,3,0,1,0,1,0,2,-0.3333
