condition_a,condition_b,paired_attempts,condition_a_successes,condition_b_successes,a_beats_b,b_beats_a,ties_success,ties_failure,success_delta_a_minus_b
coarse_binding_gate,no_gate,10,4,1,4,1,0,5,0.3000
